molecule_chembl_id,Smiles,standard_type,standard_value,standard_units,assay_type,assay_organism,target_organism,pIC50
CHEMBL1257460,Cc1cc(Cl)c(OCCOc2ccc(CC(CN)c3ccc(-c4ccccc4Cl)cc3Cl)cc2)c(Cl)c1,IC50,0.52,nM,B,Homo sapiens,Homo sapiens,9.284
CHEMBL1093287,COCCOc1ccc(Cl)c(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,0.21,nM,B,Homo sapiens,Homo sapiens,9.678
CHEMBL1093288,CC(=O)N(C)Cc1ccc(Cl)c(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,250.0,nM,B,Homo sapiens,Homo sapiens,6.602
CHEMBL1093935,COCCCc1cc(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c(Cl)cn1,IC50,2.2,nM,B,Homo sapiens,Homo sapiens,8.658
CHEMBL1761532,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCC(C)(C)C(=O)O)c1,IC50,9.0,nM,B,Homo sapiens,Homo sapiens,8.046
CHEMBL590388,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cc(Cl)ccc2F)C1,IC50,2.1,nM,B,Homo sapiens,Homo sapiens,8.678
CHEMBL301754,CC[C@@H]1[C@@H](C(=O)N[C@@H](Cc2cscn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C)[C@@H]1C(=O)N1CCOCC1,IC50,230.0,nM,B,Homo sapiens,Homo sapiens,6.638
CHEMBL306274,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)/C(=C/c1ccccc1)NC(=O)N1CCOCC1,IC50,0.58,nM,B,Homo sapiens,Homo sapiens,9.237
CHEMBL41567,CC(C)Cc1nc(-c2ccccc2)cn2c(C(Cc3cccnc3)C(=O)NC(CC(C)CC3CCCCC3)C(O)CC(=O)NC(CC(C)C)C(=O)NCc3cccc(CN)c3)nnc12,IC50,1.7,nM,B,Homo sapiens,Homo sapiens,8.77
CHEMBL413031,CCCCNC(=O)C(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cccnc1)c1nnc2c(CCC)nc(-c3cccnc3)cn12)C(C)C,IC50,0.2,nM,B,Homo sapiens,Homo sapiens,9.699
CHEMBL166798,CCC[C@H](NC(=O)[C@H](Cc1ccccc1)N1Cc2ccccc2C1=O)C(=O)N[C@@H](CC1CCCCC1)C(O)C(=O)OC(C)C,IC50,8.9,nM,B,Homo sapiens,Homo sapiens,8.051
CHEMBL38847,CCCc1nc(-c2cccnc2)cn2c(CC(=O)NC(CC3CCCCC3)C(=O)C(F)(F)C(=O)NCCC(C)C)nnc12,IC50,1.6,nM,B,Homo sapiens,Homo sapiens,8.796
CHEMBL3142171,CC[C@H](C)[C@H](NC(=O)CC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1N=CC=N1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,IC50,34.0,nM,B,Homo sapiens,Homo sapiens,7.469
CHEMBL558212,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCc2nc(C)no2)C(C)C)ccc1OC.Cl,IC50,3.0,nM,B,Homo sapiens,Homo sapiens,8.523
CHEMBL535632,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCC(=O)OC)C(C)C)ccc1OC.Cl,IC50,1.0,nM,B,Homo sapiens,Homo sapiens,9.0
CHEMBL534729,COCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C.Cl,IC50,0.4,nM,B,Homo sapiens,Homo sapiens,9.398
CHEMBL535632,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCC(=O)OC)C(C)C)ccc1OC.Cl,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL556976,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCN2CCS(=O)(=O)CC2)C(C)C)ccc1OC.Cl,IC50,7.0,nM,B,Homo sapiens,Homo sapiens,8.155
CHEMBL3143422,CCOC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CP(=O)(OC)OC,IC50,50.0,nM,B,Homo sapiens,Homo sapiens,7.301
CHEMBL407305,CC(C)CCNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)N1C(=O)CCC(C)(C)C(=O)N[C@@H](Cc2ccccc2)C1=O,IC50,880.0,nM,B,Homo sapiens,Homo sapiens,6.056
CHEMBL391463,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)[C@](C)(c1ccccc1)O2,IC50,0.8,nM,B,Homo sapiens,Homo sapiens,9.097
CHEMBL496431,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(Br)c2)C1,IC50,0.13,nM,B,Homo sapiens,Homo sapiens,9.886
CHEMBL496615,CCOCCCC[C@@](O)(c1ccccc1)[C@@H]1CCCN(C(=O)N[C@H](CNC)CC2CCCCC2)C1,IC50,162.0,nM,B,Homo sapiens,Homo sapiens,6.79
CHEMBL496430,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(Cl)c2)C1,IC50,13.0,nM,B,Homo sapiens,Homo sapiens,7.886
CHEMBL503710,NC(=O)CCCC(=O)N1CC2CC(c3ccc(CCCOc4cc(Cl)ccc4Br)cc3)=C(C(=O)N(Cc3ccccc3Cl)C3CC3)C(C1)N2,IC50,0.55,nM,B,Homo sapiens,Homo sapiens,9.26
CHEMBL510822,COc1ccccc1OCCOc1ccc(C2=C(C(=O)N(Cc3cccc(Cl)c3Cl)C3CC3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,IC50,6.6,nM,B,Homo sapiens,Homo sapiens,8.18
CHEMBL470882,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4cc(F)ccc4Br)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,2.4,nM,B,Homo sapiens,Homo sapiens,8.62
CHEMBL508158,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(C)Cc3ccccc3Cl)[C@H]3CN(C(=O)Cc4ccc(Cl)cc4)C[C@@H](C2)N3)cc1,IC50,1.0,nM,B,Homo sapiens,Homo sapiens,9.0
CHEMBL470882,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4cc(F)ccc4Br)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,229.0,nM,B,Homo sapiens,Homo sapiens,6.64
CHEMBL447651,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(C)CCc3ccccc3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,IC50,167.0,nM,B,Homo sapiens,Homo sapiens,6.777
CHEMBL55787,CCCCNC(=O)[C@@H](CC(O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)C(C)(OC(=O)C(C)(C)C)c1ccccc1)C(C)C,IC50,7.0,nM,B,Homo sapiens,Homo sapiens,8.155
CHEMBL2152353,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NC1C2CC3CC1CC(O)(C3)C2.O.O=C(O)/C=C/C(=O)O,IC50,0.9,nM,B,Homo sapiens,Homo sapiens,9.046
CHEMBL467850,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4ccccc4)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,7.7,nM,B,Homo sapiens,Homo sapiens,8.114
CHEMBL452147,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4c(F)ccc(Cl)c4F)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,50.0,nM,B,Homo sapiens,Homo sapiens,7.301
CHEMBL507083,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(Cc3ccc(Cl)cc3)C3CC3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,IC50,456.0,nM,B,Homo sapiens,Homo sapiens,6.341
CHEMBL501912,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(C)CCCc3ccccc3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,IC50,13.0,nM,B,Homo sapiens,Homo sapiens,7.886
CHEMBL452191,O=C(CO)N1CC2CC(c3ccc(CCCOc4c(F)ccc(F)c4F)cc3)=C(C(=O)N(Cc3ccccc3Cl)C3CC3)C(C1)N2,IC50,356.0,nM,B,Homo sapiens,Homo sapiens,6.449
CHEMBL444146,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4c(F)ccc(F)c4F)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,26.0,nM,B,Homo sapiens,Homo sapiens,7.585
CHEMBL509480,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(Cc3ccnc(C)c3OC)C3CC3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,IC50,18.0,nM,B,Homo sapiens,Homo sapiens,7.745
CHEMBL1091852,CC(CN)(Cc1ccc(CCCOc2c(F)ccc(F)c2Cl)cc1)C(=O)N(Cc1cccc(Cl)c1Cl)C1CC1,IC50,210.0,nM,B,Homo sapiens,Homo sapiens,6.678
CHEMBL1092756,NCC(Cc1ccc(CCCOc2c(F)ccc(F)c2Cl)cc1)C(=O)N(Cc1cccc(Cl)c1Cl)C1CC1,IC50,21.0,nM,B,Homo sapiens,Homo sapiens,7.678
CHEMBL1092186,Cc1cc(Cl)c(OCCCc2ccc(CC(CN)C(=O)N(Cc3cccc(Cl)c3Cl)C3CC3)cc2)c(Cl)c1,IC50,29.0,nM,B,Homo sapiens,Homo sapiens,7.538
CHEMBL52929,CCCCNC(=O)[C@@H](CC(O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](CSC(C)(C)C)Cc1ccccc1)C(C)C,IC50,4.0,nM,B,Homo sapiens,Homo sapiens,8.398
CHEMBL76458,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N(C)C,IC50,0.5,nM,B,Homo sapiens,Homo sapiens,9.301
CHEMBL62801,CCC(C)C(NC(=O)CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)N(C)C(=O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,IC50,120.0,nM,B,Homo sapiens,Homo sapiens,6.921
CHEMBL1270374,Cc1cccc(C)c1Oc1c(C(=O)N2CCNCC2)c2ccccc2n1-c1ccccc1,IC50,64.0,nM,B,Homo sapiens,Homo sapiens,7.194
CHEMBL371616,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccncc2)cc1,IC50,1000.0,nM,B,Homo sapiens,Homo sapiens,6.0
CHEMBL197198,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccc(F)c(F)c2)cc1,IC50,250.0,nM,B,Homo sapiens,Homo sapiens,6.602
CHEMBL1824924,Cc1ccccc1Oc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,IC50,250.0,nM,B,Homo sapiens,Homo sapiens,6.602
CHEMBL94762,NC1CCN(C(=O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CCc2ccccn2)CC1,IC50,0.38,nM,B,Homo sapiens,Homo sapiens,9.42
CHEMBL3142185,CC[C@H](C)[C@H](NC(=O)[C@@H](NC[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C)C(=O)NCc1ccccn1,IC50,450.0,nM,B,Homo sapiens,Homo sapiens,6.347
CHEMBL2419045,Cc1ccc(F)cc1N1CC(C)(C)N([C@H]2CNC[C@@H](C(=O)N[C@H](CC(C)C)c3ccc(F)cn3)C2)CC1=O.O=C(O)/C=C/C(=O)O,IC50,1.3,nM,B,Homo sapiens,Homo sapiens,8.886
CHEMBL1946464,Cc1ccccc1Cc1c(C(=O)N2CCNCC2)c2ccccc2n1-c1ccsc1,IC50,229.09,nM,B,Homo sapiens,Homo sapiens,6.64
CHEMBL411885,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3c(c2)N(CCNC(C)=O)CCC3)cc1,IC50,0.29,nM,B,Homo sapiens,Homo sapiens,9.538
CHEMBL1761530,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC2(CC(=O)O)CC2)c1,IC50,0.04,nM,B,Homo sapiens,Homo sapiens,10.398
CHEMBL521726,CCOCCCO[C@@H](c1ccccc1)[C@@H]1CCCN(C(=O)N[C@H](CN)CC2CCCCC2)C1,IC50,55.0,nM,B,Homo sapiens,Homo sapiens,7.26
CHEMBL496224,CCOCCCO[C@@H](c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)N[C@H](CN)CC2CCCCC2)C1,IC50,5.5,nM,B,Homo sapiens,Homo sapiens,8.26
CHEMBL499856,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(C(F)(F)F)c2)C1,IC50,7.0,nM,B,Homo sapiens,Homo sapiens,8.155
CHEMBL3143420,COP(=O)(C[C@@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)OC,IC50,90.0,nM,B,Homo sapiens,Homo sapiens,7.046
CHEMBL2221233,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NC1C2CC3CC1CC(O)(C3)C2,IC50,0.9,nM,B,Homo sapiens,Homo sapiens,9.046
CHEMBL1269209,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2ccc(OCCOc3ccccc3)cc2n1-c1ccccc1,IC50,24.0,nM,B,Homo sapiens,Homo sapiens,7.62
CHEMBL284569,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCN1C(=O)CSc2cnccc21)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)NCCCn1ccnc1,IC50,4.0,nM,B,Homo sapiens,Homo sapiens,8.398
CHEMBL1783185,CCCCNC(=O)C(C)CC(O)C(N)CC(C)(C)CC(=O)N1CC(C(=O)OC)Cc2ccccc21,IC50,0.8,nM,B,Homo sapiens,Homo sapiens,9.097
CHEMBL1796062,COCCCc1cc(Br)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1,IC50,3.5,nM,B,Homo sapiens,Homo sapiens,8.456
CHEMBL1824963,Cc1cccc(C)c1Oc1c(C(=O)N2CCNCC2)c2ncc(OCC(=O)O)cc2n1-c1ccccc1,IC50,110.0,nM,B,Homo sapiens,Homo sapiens,6.959
CHEMBL1818056,COCCCC[C@@](O)(c1ccc(F)cc1-c1cccc(C)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,IC50,7.1,nM,B,Homo sapiens,Homo sapiens,8.149
CHEMBL1818055,COCCCC[C@@](O)(c1cccc(F)c1-c1cccc(C)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,IC50,1.4,nM,B,Homo sapiens,Homo sapiens,8.854
CHEMBL1818054,COCCCC[C@@](O)(c1ccccc1-c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,IC50,2.1,nM,B,Homo sapiens,Homo sapiens,8.678
CHEMBL1818047,COCCCC[C@@](O)(c1ccccc1Oc1ccccc1C)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,IC50,2.7,nM,B,Homo sapiens,Homo sapiens,8.569
CHEMBL1093289,Cc1cc(Cl)c(OCCCc2ccc(CC(CN)C(=O)N(Cc3cc(CCCN(C)C)ccc3Cl)C3CC3)cc2)c(Cl)c1,IC50,1.5,nM,B,Homo sapiens,Homo sapiens,8.824
CHEMBL1818068,CCc1cccc(-c2c(F)cccc2[C@](O)(CCCCOC)[C@H]2CN(C(=O)[C@@H]3C[C@H](O)[C@H](N)C3)CCO2)c1,IC50,2.5,nM,B,Homo sapiens,Homo sapiens,8.602
CHEMBL1276678,CN[C@H](CNC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1)C[C@H]1CCCOC1,IC50,0.47,nM,B,Homo sapiens,Homo sapiens,9.328
CHEMBL1093288,CC(=O)N(C)Cc1ccc(Cl)c(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,2.9,nM,B,Homo sapiens,Homo sapiens,8.538
CHEMBL1761531,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC(C)(C)C(=O)O)c1,IC50,0.06,nM,B,Homo sapiens,Homo sapiens,10.222
CHEMBL1761534,CCC(CC)(CCOc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1)C(=O)O,IC50,0.02,nM,B,Homo sapiens,Homo sapiens,10.699
CHEMBL1795907,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2cc(=O)n(C)c3cc(Cl)ccc23)C2CC2)cc(OCCOC)c1,IC50,8.0,nM,B,Homo sapiens,Homo sapiens,8.097
CHEMBL1795911,COCCCc1cc(Cl)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1,IC50,3.0,nM,B,Homo sapiens,Homo sapiens,8.523
CHEMBL1796062,COCCCc1cc(Br)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1,IC50,1.7,nM,B,Homo sapiens,Homo sapiens,8.77
CHEMBL1796063,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)cc(Br)c1C,IC50,2.4,nM,B,Homo sapiens,Homo sapiens,8.62
CHEMBL239496,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(c1cc(F)cc(F)c1)O2,IC50,7.0,nM,B,Homo sapiens,Homo sapiens,8.155
CHEMBL1824644,COc1cc2c(cn1)c(C(=O)N1CCNCC1)c(Cc1cccc(F)c1C)n2C1CCCCC1,IC50,150.0,nM,B,Homo sapiens,Homo sapiens,6.824
CHEMBL1818048,COCCCC[C@@](O)(c1ccccc1Oc1ccccc1C)[C@@H]1CCCN(C(=O)[C@H]2C[C@@H](N)[C@H](O)C2)C1,IC50,11.0,nM,B,Homo sapiens,Homo sapiens,7.959
CHEMBL1761521,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCNS(C)(=O)=O)c1,IC50,0.028,nM,B,Homo sapiens,Homo sapiens,10.553
CHEMBL1761519,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCOC)c1,IC50,4.4,nM,B,Homo sapiens,Homo sapiens,8.357
CHEMBL3400431,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NCc2ccccc2)C(C)C)ccc1OC,IC50,360.0,nM,B,Homo sapiens,Homo sapiens,6.444
CHEMBL3400449,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)OCC2CCCCC2)C(C)C)ccc1OC,IC50,60.0,nM,B,Homo sapiens,Homo sapiens,7.222
CHEMBL3401538,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)C(C)C)ccc1OC,IC50,390.0,nM,B,Homo sapiens,Homo sapiens,6.409
CHEMBL1946052,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2ccc(O)cc2n1-c1ccc(F)cc1,IC50,15.85,nM,B,Homo sapiens,Homo sapiens,7.8
CHEMBL1946463,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2ccccc2n1[C@H]1C=CCCC1,IC50,6.457000000000002,nM,B,Homo sapiens,Homo sapiens,8.19
CHEMBL1910546,Cc1cc(Cn2cc(CN(C(=O)[C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)C3CC3)c3c(F)cccc32)ccn1,IC50,0.36,nM,B,Homo sapiens,Homo sapiens,9.444
CHEMBL1910299,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1c[nH]c2cccc(Br)c12)C1CC1,IC50,0.17,nM,B,Homo sapiens,Homo sapiens,9.77
CHEMBL1910300,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)cccc21,IC50,3.4,nM,B,Homo sapiens,Homo sapiens,8.469
CHEMBL1910301,COCCCc1ccc(F)c2c(CN(C(=O)[C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)C3CC3)c[nH]c12,IC50,0.1,nM,B,Homo sapiens,Homo sapiens,10.0
CHEMBL1910306,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)ccc(Cn3ccnc3)c21,IC50,2.2,nM,B,Homo sapiens,Homo sapiens,8.658
CHEMBL1910312,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cnoc2)c2cccc(F)c12)C1CC1,IC50,0.38,nM,B,Homo sapiens,Homo sapiens,9.42
CHEMBL1910294,COCCCc1cc(CN(C(=O)C2CNCCC2(O)c2ccc(F)c(F)c2)C2CC2)cc(OCCOC)c1,IC50,42.0,nM,B,Homo sapiens,Homo sapiens,7.377
CHEMBL2322208,Cc1ccc(S(=O)(=O)N[C@H]2CNC[C@@H](C(=O)NCC3c4ccccc4Oc4ccccc43)C2)cc1,IC50,90.0,nM,B,Homo sapiens,Homo sapiens,7.046
CHEMBL1093285,COCCCc1ccc(Cl)c(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,0.26,nM,B,Homo sapiens,Homo sapiens,9.585
CHEMBL1093290,COCCCc1cc(Cl)c(Cl)c(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,0.26,nM,B,Homo sapiens,Homo sapiens,9.585
CHEMBL370431,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2cccc(C)c2)cc1,IC50,370.0,nM,B,Homo sapiens,Homo sapiens,6.432
CHEMBL1790073,CC[C@@H](C)[C@H](NC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)Cc1ccccc1)C(C)C)C(=O)N(C)c1ccccn1,IC50,220.0,nM,B,Homo sapiens,Homo sapiens,6.658
CHEMBL1818065,CC(=O)NCCC[C@@](O)(c1cccc(Cl)c1-c1cccc(C)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,IC50,2.1,nM,B,Homo sapiens,Homo sapiens,8.678
CHEMBL1910312,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cnoc2)c2cccc(F)c12)C1CC1,IC50,2.8,nM,B,Homo sapiens,Homo sapiens,8.553
CHEMBL1910313,Cc1noc(C)c1Cn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)cccc21,IC50,190.0,nM,B,Homo sapiens,Homo sapiens,6.721
CHEMBL1910318,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccc(OC(F)F)cc2)c2cccc(F)c12)C1CC1,IC50,130.0,nM,B,Homo sapiens,Homo sapiens,6.886
CHEMBL1910289,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2cccc(F)c2)C2CC2)cc(OCCOC)c1,IC50,62.0,nM,B,Homo sapiens,Homo sapiens,7.208
CHEMBL1824499,COCCc1ccc(Cl)c(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c1,IC50,110.0,nM,B,Homo sapiens,Homo sapiens,6.959
CHEMBL1910298,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1c[nH]c2cccc(Cl)c12)C1CC1,IC50,0.11,nM,B,Homo sapiens,Homo sapiens,9.959
CHEMBL1910322,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccncc2)c2cccc(F)c12)C1CC1,IC50,0.08,nM,B,Homo sapiens,Homo sapiens,10.097
CHEMBL561141,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(OC)c(CNC(=O)OC)c1)C(C)C,IC50,3.0,nM,B,Homo sapiens,Homo sapiens,8.523
CHEMBL561342,C#Cc1ccc(C(=O)N(C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCC)C(C)C)cc1OCCCOC,IC50,6.0,nM,B,Homo sapiens,Homo sapiens,8.222
CHEMBL1923111,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)cc(OCCOC)c1,IC50,33.0,nM,B,Homo sapiens,Homo sapiens,7.481
CHEMBL1783184,CCCCNC(=O)C(CC(=O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1ccccc1)CS(=O)(=O)C(C)(C)C)C(C)C,IC50,0.7,nM,B,Homo sapiens,Homo sapiens,9.155
CHEMBL1783187,CC(C)(C)S(=O)(=O)CC(Cc1ccccc1)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CC1CCCCC1)C(O)C(O)C1CC1,IC50,1.0,nM,B,Homo sapiens,Homo sapiens,9.0
CHEMBL167744,COC(=O)C(O)[C@H](CC1CCCCC1)NC(=O)C(CC(C)C)NC(=O)[C@H](Cc1ccccc1)N1C(=O)c2cccc3cccc(c23)C1=O,IC50,391.0,nM,B,Homo sapiens,Homo sapiens,6.408
