molecule_chembl_id,Smiles,standard_type,standard_value,standard_units,assay_type,assay_organism,target_organism
CHEMBL1818069,CCc1cccc(-c2c(Cl)cccc2[C@](O)(CCCCOC)[C@H]2CN(C(=O)[C@@H]3C[C@H](O)[C@H](N)C3)CCO2)c1,INH,4.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1818064,CC(=O)NCCC[C@@](O)(c1cccc(F)c1-c1cccc(C)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,INH,1.7,nM,B,Homo sapiens,Homo sapiens
CHEMBL1818056,COCCCC[C@@](O)(c1ccc(F)cc1-c1cccc(C)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,INH,50.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1818054,COCCCC[C@@](O)(c1ccccc1-c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,INH,79.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1818053,COCCCC[C@@](O)(c1ccccc1-c1ccc(C)cc1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,INH,405.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1818051,COCCCC[C@@](O)(c1ccccc1-c1ccccc1C)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,INH,126.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL78780,C[C@H](CCC(=O)O)C(=O)N1CCC[C@H]1C(=O)O,Ki,800.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2322210,CC(O)CN1CC2c3ccccc3Nc3ccccc3C2C1,Kd,500000.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL38846,CC(C)Cc1nc(-c2ccccc2)cn2c(CC(=O)NC(CC3CCCCC3)C(=O)C(F)(F)C(=O)NC(CC(C)C)C(=O)NCc3ccccn3)nnc12,IC50,1.9,nM,B,Homo sapiens,Homo sapiens
CHEMBL313326,CC(C)CCNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)N1C(=O)CC[C@@H](NC(=O)OCc2ccccc2)C(=O)N[C@H](Cc2ccccc2)C1=O,IC50,870.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2437490,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(c1ccccc1)CC2,IC50,58.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL558184,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCN(C)C)C(C)C)ccc1OC.Cl,IC50,12.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3953971,CCN(C(=O)c1cnc(C)nc1NCc1ccco1)C1CCNCC1.Cl.Cl,IC50,100000.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL557788,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCN2C[C@H](C)O[C@H](C)C2)C(C)C)ccc1OC.Cl,IC50,8.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL537666,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCC(N)=O)C(C)C)ccc1OC.Cl,IC50,7.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL553558,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCCOC)c1)C(C)C.Cl,IC50,2.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL77107,CCCc1nc(-c2cccnc2)cn2c(C(Cc3cccnc3)C(=O)NC(CC3CCCCC3)C(O)CC(C(=O)NCc3ccccn3)C(C)C)nnc12,IC50,0.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL3144411,CC(C)C[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)COc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,Ki,4100.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3935225,CCN(C(=O)c1cnc(C(C)C)nc1NCc1ccco1)C1CCCNC1.Cl.Cl,IC50,470.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL94827,CN(CCN(C)C(=O)N1CCOCC1)C(=O)O[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CCc1ccccn1,IC50,0.14,nM,B,Homo sapiens,Homo sapiens
CHEMBL556783,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NC[C@H]2CCC(=O)N2)C(C)C)C(C)C)ccc1OC.Cl,IC50,2.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL556570,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NC[C@H](C)C(N)=O)C(C)C)C(C)C)ccc1OC.Cl,IC50,1.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL540892,CCCCNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C.Cl,IC50,1.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL534505,CNC(=O)[C@@H](C)CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C.Cl,IC50,2.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL536993,CNC(=O)CCNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C.Cl,IC50,2.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL536760,CC[C@H](NC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C)C(N)=O.Cl,IC50,0.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL536082,CNC(=O)CCCNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C.Cl,IC50,0.8,nM,B,Homo sapiens,Homo sapiens
CHEMBL540885,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)N[C@H](C)CC(N)=O)C(C)C)C(C)C)ccc1OC.Cl,IC50,6.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL536530,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NC(C)(C)CN2CCOCC2)C(C)C)C(C)C)ccc1OC.Cl,IC50,27.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL537211,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)N[C@@H](C)CC(N)=O)C(C)C)C(C)C)ccc1OC.Cl,IC50,2.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL536761,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)N[C@@H](CO)C(N)=O)C(C)C)C(C)C)ccc1OC.Cl,IC50,3.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL536748,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCN2CCOCC2)C(C)C)ccc1OC.Cl,IC50,3.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL537667,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCC(N)=O)C(C)C)ccc1OC.Cl,IC50,1.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL536294,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCC(=O)O)C(C)C)ccc1OC.Cl,IC50,12.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL557193,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C.Cl,IC50,1.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL536083,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCc2ccncc2)c1)C(C)C.Cl,IC50,5.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3143479,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)CC(C)(C)N)C(C)C)C(=O)NCc1cccc[n+]1[O-],IC50,0.43,nM,B,Homo sapiens,Homo sapiens
CHEMBL123069,COC(=O)[C@H](CCCN=C(N)N)NC(=O)CC(O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)CC(O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CC(C)C)C(C)C)C(C)C,Ki,300.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL239085,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)[C@@](C)(c1ccccc1)O2,IC50,860.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL239496,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(c1cc(F)cc(F)c1)O2,IC50,7.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL332513,C[C@H](CC(=O)NO)C(=O)N1CCC[C@H]1C(=O)O,Ki,600.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL196547,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@H]2COCc2ccc(F)cc2)cc1,IC50,5590.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL446741,COc1cccc(CN(C(=O)C2=C(c3ccc(CCN(C)Cc4c(Cl)ccc(Cl)c4Cl)cc3)CC3CNCC2N3)C2CC2)c1C,IC50,120.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL449779,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4c(F)ccc(Cl)c4F)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,101.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL509242,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4cccc(Cl)c4)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,1100.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL196986,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccc(Cl)cc2)cc1,IC50,300.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL370804,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccccc2F)cc1,IC50,230.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL536981,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCN2CCOCC2)C(C)C)ccc1OC.Cl,IC50,10.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL540112,CCCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCC)C(C)C)ccc1OC.Cl,IC50,70.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL537655,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOCC)c1)C(C)C.Cl,IC50,20.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL535185,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCc2nnn[nH]2)C(C)C)ccc1OC.Cl,IC50,3.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL556343,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCS(=O)(=O)N(C)C)C(C)C)ccc1OC.Cl,IC50,2.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL536296,CCOC(=O)CCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C.Cl,IC50,4.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL557788,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCN2C[C@H](C)O[C@H](C)C2)C(C)C)ccc1OC.Cl,IC50,2.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL556766,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(C(C)(C)C)c(OCC(N)=O)c1)C(C)C.Cl,IC50,20.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL536982,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCN2CCSCC2)C(C)C)ccc1OC.Cl,IC50,10.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2115367,CC(C)Cc1nc(-c2ccccc2)cn2c([C@H](Cc3cccnc3)C(=O)N[C@@H](CC3CCCCC3)C(N)CC(=O)NC(CC(C)C)C(=O)NCc3ccccn3)nnc12,IC50,100.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL558370,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(C(C)(C)C)c(OCC(=O)OC)c1)C(C)C.Cl,IC50,6.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL556343,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCS(=O)(=O)N(C)C)C(C)C)ccc1OC.Cl,IC50,5.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3321929,COc1ccc(CNC(=O)[C@@H](CC2CCCCC2)NC(=N)NC(=O)Cc2ccc(OC)c(OC)c2)cc1F,IC50,13000.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3142272,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@H](CO)CC1CCCCC1,Inhibition,73.0,%,B,Homo sapiens,Homo sapiens
CHEMBL557193,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C.Cl,IC50,1.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL535855,CNC(=O)C(C)(C)CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C.Cl,IC50,0.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL537223,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCc2nn[nH]n2)C(C)C)C(C)C)ccc1OC.Cl,IC50,2.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL536306,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCCC(=O)N(C)C)C(C)C)C(C)C)ccc1OC.Cl,IC50,4.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL536992,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.Cl,IC50,100.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL558576,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(N)=O)C(C)C)C(C)C)ccc1OC.Cl,IC50,10.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3907708,COC(=O)[C@H]1CNC[C@@H](N(CC(C)C)C(=O)c2cnc(C(C)(C)C)nc2NCc2ccco2)C1,IC50,1.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL3889771,CCCCCCc1nc(C(C)(C)C)ncc1C(=O)N(CC(C)C)[C@@H]1CNC[C@H](C(=O)N2CCOCC2)C1,IC50,29.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3916704,COCCCNc1nc(C(C)(C)C)ncc1C(=O)N(CC(C)C)[C@@H]1CNC[C@H](C(N)=O)C1,IC50,1.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL305717,CCCCNC(=O)C(CC(O)C(CC1CCCCC1)NC(=O)Cc1nnc2c(CC(C)C)nc(-c3ccccc3)cn12)C(C)C,IC50,30.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3142184,CC[C@H](C)[C@H](NC(=O)C(F)(F)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC1N=CC=N1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,IC50,2.5,nM,B,Homo sapiens,Homo sapiens
CHEMBL454732,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,0.29,nM,B,Homo sapiens,Homo sapiens
CHEMBL447097,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(Cc3cccc(OC)c3C)C3CC3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,IC50,29.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL475671,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4c(F)ccc(F)c4F)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,0.79,nM,B,Homo sapiens,Homo sapiens
CHEMBL452147,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4c(F)ccc(Cl)c4F)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,0.28,nM,B,Homo sapiens,Homo sapiens
CHEMBL448175,NC(=O)CCC(=O)N1CC2CC(c3ccc(CCCOc4c(F)ccc(F)c4F)cc3)=C(C(=O)N(Cc3ccccc3Cl)C3CC3)C(C1)N2,IC50,56.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL26076,CC[C@@H](C)CNC(=O)[C@@H](NC(O)[C@@H](CC(=O)[C@H](CC(=O)O)NC(=O)COc1ccccc1)CC1CCCCC1)C(C)C,IC50,5.2,nM,B,Homo sapiens,Homo sapiens
CHEMBL561141,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(OC)c(CNC(=O)OC)c1)C(C)C,IC50,2.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL560486,COCCCOc1cc(CN(C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,IC50,7.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3318939,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OCCCOC)c(C(C)C)cc2F)C2CC2)C1.Cl,IC50,0.3,nM,B,Homo sapiens,Homo sapiens
CHEMBL496416,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCO)c2cccc(Cl)c2)C1,IC50,21.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL590868,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(F)c2F)C1,IC50,6.2,nM,B,Homo sapiens,Homo sapiens
CHEMBL536749,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCC(C)(C)N2CCOCC2)C(C)C)ccc1OC.Cl,IC50,3.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL558790,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCO)c1)C(C)C.Cl,IC50,36.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL162970,CC(C)S(=O)(=O)N(C)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2CC2)cc(C(=O)N[C@H](C)c2ccccc2)c1,IC50,50000.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3143425,CCOP(=O)(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)OCC,IC50,72.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL241458,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2,IC50,141.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL430372,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(c1ccccc1)O2,IC50,220.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL239319,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C[C@H](C)O2,IC50,310.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL239100,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)CC(C)O2,IC50,235.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1790066,CC[C@@H](C)[C@H](NC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)C(C(=O)COc1ccccc1)C(O)C(=O)O)C(C)C)C(=O)N(C)c1ccccn1,IC50,0.7,nM,B,Homo sapiens,Homo sapiens
CHEMBL3143418,COP(=O)(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)OC,IC50,39.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL509242,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4cccc(Cl)c4)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,10.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL352572,CC(C)CC(NC(=O)[C@H](Cc1ccccc1)N1CC2CCCN2C1=O)C(=O)N[C@@H](CC1CCCCC1)C(O)C(=O)OC(C)C,IC50,141.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL507560,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4c(Cl)cc(C)cc4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,0.83,nM,B,Homo sapiens,Homo sapiens
CHEMBL443192,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(Cc3cccc(C)c3C)C3CC3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,IC50,0.25,nM,B,Homo sapiens,Homo sapiens
CHEMBL505760,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(C)Cc3ccccc3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,IC50,13.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL470878,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4ccccc4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,IC50,384.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL443469,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(Cc3ccccc3Cl)C3CC3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,IC50,25.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL501586,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(C)Cc3ccccc3Cl)[C@H]3CN(C(=O)Cc4cccs4)C[C@@H](C2)N3)cc1,IC50,278.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1093286,COCCCc1ccc(Cl)c(CN(C(=O)[C@H](CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,0.09,nM,B,Homo sapiens,Homo sapiens
CHEMBL1092524,Cc1cc(Cl)c(OCCCc2ccc(CC(CN)C(=O)N(Cc3cc(CCC#N)ccc3Cl)C3CC3)cc2)c(Cl)c1,IC50,0.27,nM,B,Homo sapiens,Homo sapiens
CHEMBL1093936,COCCCc1cc(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c(Cl)c[n+]1[O-],IC50,0.3,nM,B,Homo sapiens,Homo sapiens
CHEMBL1093935,COCCCc1cc(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c(Cl)cn1,IC50,0.19,nM,B,Homo sapiens,Homo sapiens
CHEMBL73712,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCNCC1,IC50,0.65,nM,B,Homo sapiens,Homo sapiens
CHEMBL159462,COC(=O)C(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CC(=O)NCCc1ccccc1)Cc1cccc2ccccc12,IC50,100000.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL159462,COC(=O)C(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CC(=O)NCCc1ccccc1)Cc1cccc2ccccc12,IC50,78.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL318672,CC(C)(C)S(=O)(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CCc1ccccn1,IC50,0.43,nM,B,Homo sapiens,Homo sapiens
CHEMBL3143421,COP(=O)(C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)OC,IC50,5100.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL94677,N[C@H]1CC[C@@H](S(=O)(=O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CCc2ccccn2)CC1,IC50,0.31,nM,B,Homo sapiens,Homo sapiens
CHEMBL96796,CCC[C@H](NC(=O)[C@@H](CC(=O)N1CCC(N)CC1)Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CCc1ccccn1,IC50,1.3,nM,B,Homo sapiens,Homo sapiens
CHEMBL3142182,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)N(C)C(=O)OC(C)(C)C)C(=O)NCc1ccccn1,IC50,720.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL347422,COC(=O)[C@H](O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CC(=O)NCCc1ccccc1)Cc1cccc2ccccc12,IC50,3100.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL93763,N[C@H]1CC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CCc2ccccn2)CC1,IC50,0.47,nM,B,Homo sapiens,Homo sapiens
CHEMBL306338,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](CC(=O)N1CCOCC1)Cc1ccccc1,IC50,1.3,nM,B,Homo sapiens,Homo sapiens
CHEMBL78805,C[C@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)O,Ki,2500.0,nM,B,Homo sapiens,Homo sapiens
